,ID,Date,Text,Score
178963,1621580013031022594,Friday February 03 18:42:57 2023, all the logos look amazing smiling face with heart eyes,1
178969,1621580012888686592,Friday February 03 18:42:57 2023,pay to play that model is great just ask any band this is a pyramid scheme,0 
178970,1621580012863295489,Friday February 03 18:42:57 2023, happy birthday,1 
178977,1621580012443914244,Friday February 03 18:42:57 2023,    incredible red heart and i love her eyes,1
178978,1621580012380905472,Friday February 03 18:42:57 2023,rt it is an amazing survival story,1 
178979,1621580012309647361,Friday February 03 18:42:57 2023, i love the little sitting room reminds me of the movie interior,1
178980,1621580012196433922,Friday February 03 18:42:57 2023,rt happy national women physicians day thanks to the superhero superwomen who keep hmu and mgh running,1  
178985,1621580012003500038,Friday February 03 18:42:57 2023, happy birthday party popper,1
178986,1621580011861049344,Friday February 03 18:42:56 2023,rt jungkook loves bam so much and bam loves jungkook so much i am just so happy they have each other,1
178990,1621580011743444993,Friday February 03 18:42:56 2023,rt we love you thank you for everything you have given us and continue to provide we could not have asked for more,1  
178992,1621580011718463488,Friday February 03 18:42:56 2023,i love and hate my friends sm,0 
178993,1621580011709894658,Friday February 03 18:42:56 2023, of course she did she love him long time,1  
178997,1621580011500179457,Friday February 03 18:42:56 2023,this pamela anderson documentary was not what i expected and I am happy about that the perception of her and how she was hollywood shamed her is was unfair I am glad she is telling her own story,1 
178998,1621580011462434818,Friday February 03 18:42:56 2023, so happy and excited for it growing heart growing heart,1 
179000,1621580011210678277,Friday February 03 18:42:56 2023,rt what a great day,1
179001,1621580011122589703,Friday February 03 18:42:56 2023,rt happy jack o day,1 
179004,1621580010917068801,Friday February 03 18:42:56 2023,rt my great grandparents died in nazi germany i know a fascist when i see one ron desantis is a fascist,0 
179005,1621580010757783553,Friday February 03 18:42:56 2023,rt it is funny that maga people have difficulty with the truth they love to live in their fantasy world,0
179010,1621580010371911680,Friday February 03 18:42:56 2023, i love marcoh and tanaka s blank stare in the background,1
179013,1621580010296598529,Friday February 03 18:42:56 2023,rt the proud family reboot mentions bebe being on the spectrum and the way they went about it has me emotional beautiful job,1 
179014,1621580010287931392,Friday February 03 18:42:56 2023, your reply is why trump was elected none of that was true about obama who bombed more countries had targeted assassination lists ruled by decree global laughing stock after syria multiple scandals the only good thing about him is he does have a great family,0 
179016,1621580010225033221,Friday February 03 18:42:56 2023,great work,1
179021,1621580009759715330,Friday February 03 18:42:56 2023,rt you can start a family who will always show you love,1
179022,1621580009755533312,Friday February 03 18:42:56 2023,we know slavery and jim crow and police brutality exist we are very aware but do not try to act like black ppl in this country have not achieved some wonderful things because youre ashamed,0 
179024,1621580009680035840,Friday February 03 18:42:56 2023,better love me while im here better not wait til i die,0
179025,1621580009675624450,Friday February 03 18:42:56 2023,rt so many new people here hiya beside just rwby things i really love monsters here is a godzilla cosplay i made,1 
179026,1621580009654681602,Friday February 03 18:42:56 2023,   love the irish shamrock,1
179028,1621580009583382529,Friday February 03 18:42:56 2023, nice project feeling very positive about you hundred points,1 
179029,1621580009570795521,Friday February 03 18:42:56 2023,rt love you too red heart,1 
179030,1621580009554022400,Friday February 03 18:42:56 2023,rt really enjoyed presenting to mobius maths hub great to contribute to the focus on those presently disadvantaged,1 
179031,1621580009466138625,Friday February 03 18:42:56 2023, happy friday steve smiling face with smiling eyes,1 
179032,1621580009449181186,Friday February 03 18:42:56 2023, i love your comment it is relevant on all levels,1 
179033,1621580009369395200,Friday February 03 18:42:56 2023,rt love to see a father present in a child s life,1 
179039,1621580009092653056,Friday February 03 18:42:56 2023,rt damn I am so in love with you,1
179048,1621580008627048448,Friday February 03 18:42:56 2023,i love calling my grandma and talking to her for an hour and we be rolling for the entire hour and she finally be like girl you better go you at work call me later then my phone rings because she forgot to tell me something face with tears of joy red heart,1  
179051,1621580008534704129,Friday February 03 18:42:56 2023,fun fridays are absolute chaos but i have to say they are so much fun today we built cars out of toilet paper rolls glue caps and apple sauce caps we also played with lego s magnets and so much more fbisd prek love funfriday,1  
179053,1621580008517951489,Friday February 03 18:42:56 2023,rt so happy with how my body is turning out loudly crying face heart suit,1 
179055,1621580008392368129,Friday February 03 18:42:56 2023, happy birthday g,1
179056,1621580008363012096,Friday February 03 18:42:56 2023, love is like the moon when it does not increase it decreases,1
179057,1621580008362807298,Friday February 03 18:42:56 2023, humans are amazing that we can even conceive of things like this much less put them into successful operation is astonishing,1 
179059,1621580008262340609,Friday February 03 18:42:56 2023,love is liking something u will not usually like bc of someone face with rolling eyes red heart,1 
179063,1621580007910014976,Friday February 03 18:42:56 2023,rt witnessing all your hard work in the set everyday happy and proud of you da smiling face with open hands,1 
179064,1621580007788216321,Friday February 03 18:42:56 2023,  chainsaw man public safety arcfujimoto is an amazing artist and an amazing character writer this first arc was fantastic this set of concepts and characters has so much to offer so much potential i absolutely cannot wait to see what is next,1 
179065,1621580007771357186,Friday February 03 18:42:56 2023,rt so happy to announce that longing a generative long form journey including unique dynamic and ever changing expe  
179067,1621580007729504260,Friday February 03 18:42:55 2023, omge i hope you love it it is my favorite game of all time,1 
179068,1621580007649812480,Friday February 03 18:42:55 2023, happy birthday aquarius,1 
179069,1621580007649808384,Friday February 03 18:42:55 2023,rt am in love with this lady but i do not even know where to start expressionless face how do i tell her,1 
179074,1621580007452680193,Friday February 03 18:42:55 2023,rt love these beasts,1
179075,1621580007414841344,Friday February 03 18:42:55 2023,rt bi lesbians you are doing amazing,1
179078,1621580007297384450,Friday February 03 18:42:55 2023, blake recently started a top class learning and earning program for all of his fully focused followers for both beginners and advanced investors on his trading channel say hi to be part of this great mentorship program,1
179079,1621580007175749633,Friday February 03 18:42:55 2023,rt creator of beyond evil reveals she deliberately tricked the audience into watching a gay love story,0 
179080,1621580007167627264,Friday February 03 18:42:55 2023,rt happy to report that there are zero chinese spy balloons over las vegas today,1 
179081,1621580007075368960,Friday February 03 18:42:55 2023,i love how understanding mom is of my depressive episodes loudly crying face like she would not do anything about it but she will not add to it like today i was like i do not want food she is like I will make it just in case eat if you are hungry then im like i want to paint she is like okay,1
179083,1621580007012179970,Friday February 03 18:42:55 2023,happy bandcampfriday yall just launched my anniversary vinyl campaign need to meet the k minimum to get these thangs out into the world and it would mean the world to me if you would cop up folded hands medium dark skin tone,1
179087,1621580006756585472,Friday February 03 18:42:55 2023,rt witnessing all your hard work in the set everyday happy and proud of you da smiling face with open hands,1 
179088,1621580006756343808,Friday February 03 18:42:55 2023,i love emi end of tweet,1 
179090,1621580006693502976,Friday February 03 18:42:55 2023, it gives me a lot of satisfaction knowing you are happy,1
179091,1621580006605594624,Friday February 03 18:42:55 2023, that pass by russ was nice the finish by ad was amazing on both sides on that sequence,1
179092,1621580006584369152,Friday February 03 18:42:55 2023, gonna go cry bc the kid reminds me of me when i was a kid i hope she gets all the love in the world all the love i didnt get i want to give it to her loudly crying face,1 
179093,1621580006567690240,Friday February 03 18:42:55 2023, my great pleasure martin folded hands,1 
179094,1621580006483791873,Friday February 03 18:42:55 2023,rt red heart knucklestheechidna red heart united states happy birthday partying face party popper confetti ball,1 
179096,1621580006420889601,Friday February 03 18:42:55 2023,was i stupid to love you,0
179097,1621580006391513092,Friday February 03 18:42:55 2023, red heart red heart red heart red heart heart on fire heart on fire heart on fire heart on fire heart on fire heart on fire I am officially in love with you,1
179098,1621580006366367746,Friday February 03 18:42:55 2023, there were positive impressions,1
179102,1621580006282432512,Friday February 03 18:42:55 2023,rt i love kanye west,1 
179104,1621580006185996294,Friday February 03 18:42:55 2023, hi guys you are amazing let us get thousands of likes and retweets here,1
179106,1621580006097928197,Friday February 03 18:42:55 2023, wonderful,1
179107,1621580006081318912,Friday February 03 18:42:55 2023,i went to nashville so you do not have to i am hanging out with vistage chairs in nashville tn i may be the only person here who is not in love with nashville it is a fun town after pm but since i go to bed at  i feel a little left out,0
179108,1621580006064259078,Friday February 03 18:42:55 2023,rt friday I am in love cure cover the right mask makes it easy to sing perform teach or speak in public,1 
179109,1621580006047584256,Friday February 03 18:42:55 2023,love this store,1
